G;NB1BCM0505-15SB;Processamento da Informação;Q1;Noturno;SB;3;terca das 21:00 às 23:00, sala A2-S105-SB, semanal/sexta das 19:00 às 21:00, sala A2-S105-SB, quinzenal I;quinta das 19:00 às 21:00, sala A2-L003-SB, semanal 
EX;;Computação Móvel;Q2;;;4,75;0;Terça das 14:00 às18:00, Lab. 407-2
PG;MAT220D171;Análise Funcional;Q1;;SA;4;#N/D;#N/D
G;DA2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Diurno;SA;4;terca das 08:00 às 10:00, Lab. A - 103-0, semanal/sexta das 10:00 às 12:00, Lab. A - 103-0, semanal ;0
G;DB2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Diurno;SA;4;terca das 10:00 às 12:00, Lab. A - 106-0, semanal/sexta das 08:00 às 10:00, Lab. A - 106-0, semanal ;0
G;DAMCTB013-13SA;Evolução dos Conceitos Matemáticos;Q3;Diurno;SA;4;segunda das 08:00 às 10:00, sala A - 110-0, semanal/quinta das 10:00 às 12:00, sala A - 110-0, semanal ;0
G;DAMCTD007-13SA;Fundamentos de Geometria;Q1;Diurno;SA;4;terca das 10:00 às 12:00, sala A - 110-0, semanal/quinta das 08:00 às 10:00, sala A - 110-0, semanal ;0
G;DAMCTD009-13SA;Geometria Plana e Construções Geométricas;Q1;Diurno;SA;4;terca das 08:00 às 10:00, sala A - 110-0, semanal/quinta das 10:00 às 12:00, sala A - 110-0, semanal ;0
G;;Estágio Supervisonado em Matemática - Ensino Médio;Q1;Noturno;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
EX;;O Ensino de Álgebra para a Educação Básica;Q1;;SA;1;0;Terça das 14:00 às18:00, Lab. 407-2
PG;ENS190M172;Didática da Matemática;Q2;;SA;2;#N/D;#N/D
G;DAMCTD014-13SA;Práticas de Ensino de Matemática I;Q2;Diurno;SA;3;0;segunda das 08:30 às 10:00, Lab. 401-2, semanal/quarta das 10:00 às 11:30, Lab. 401-2, semanal 
G;DAMCTD015-13SA;Tendências em Educação Matemática;Q2;Diurno;SA;4;0;segunda das 16:00 às 18:00, Lab. 401-2, semanal/quarta das 14:00 às 16:00, Lab. 401-2, semanal 
G;NA1NHI5002-15SA;Didática;Q2;Noturno;SA;4;segunda das 19:00 às 21:00, Lab. S - 305-3, semanal/quarta das 21:00 às 23:00, Lab. S - 305-3, semanal ;0
G;NAMCTD010-13SA;História da Matemática;Q1;Noturno;SA;4;segunda das 21:00 às 23:00, sala A - 110-0, semanal/quarta das 19:00 às 21:00, sala A - 110-0, semanal ;0
G;DAMCTD010-13SA;História da Matemática;Q3;Diurno;SA;0,67;terca das 08:00 às 10:00, Lab. A - 110-0, semanal/quinta das 10:00 às 12:00, Lab. A - 110-0, semanal ;0
G;NAMCTB013-13SA;Evolução dos Conceitos Matemáticos;Q3;Noturno;SA;0,67;segunda das 19:00 às 21:00, sala S - 306-3, semanal/quinta das 21:00 às 23:00, sala S - 306-3, semanal ;0
G;NAMCTD013-13SA;Práticas de Ensino de Matemática III;Q1;Noturno;SA;3;0;terca das 21:00 às 22:30, sala 401-2, semanal/quinta das 19:30 às 21:00, sala 401-2, semanal 
G;NBNHI5001-15SA;Desenvolvimento e Aprendizagem;Q1;Noturno;SA;4;terca das 19:00 às 21:00, sala S - 307-2, semanal/quinta das 21:00 às 23:00, sala S - 307-2, semanal ;0
G;;Coordenadora de Desenvolvimento e Aprendizagem;Q1;Noturno;SA;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;NAMCTB013-13SA;Evolução dos Conceitos Matemáticos;Q3;Noturno;SA;1,6;segunda das 19:00 às 21:00, sala S - 306-3, semanal/quinta das 21:00 às 23:00, sala S - 306-3, semanal ;0
G;DANHI5011-13SA;Políticas Educacionais;Q3;Diurno;SA;3;segunda das 08:30 às 10:00, sala S - 307-2, semanal/quarta das 10:00 às 11:30, sala S - 307-2, semanal ;0
G;NANHI5011-13SA;Políticas Educacionais;Q3;Noturno;SA;3;segunda das 21:00 às 22:30, sala S - 006-0, semanal/quarta das 19:30 às 21:00, sala S - 006-0, semanal ;0
G;;Coordenadora de Políticas Educacionais;Q3;Noturno;;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;NAMCTB022-13SA;Sequências e Séries;Q1;Noturno;SA;4;quarta das 19:00 às 21:00, sala S - 301-2, semanal/sexta das 21:00 às 23:00, sala S - 301-2, semanal ;0
G;NA1BIN0406-15SA;Introdução à Probabilidade e à Estatística;Q2;Noturno;SA;3;terca das 21:00 às 23:00, Lab. S - 204-0, quinzenal II/quarta das 19:00 às 21:00, Lab. S - 204-0, semanal ;0
G;NB1BIN0406-15SA;Introdução à Probabilidade e à Estatística;Q2;Noturno;SA;3;terca das 19:00 às 21:00, Lab. S - 207-0, quinzenal II/quarta das 21:00 às 23:00, Lab. S - 207-0, semanal ;0
G;;Coordenador de Introdução à Probabilidade e à Estatística;Q2;;;3;0;Terça das 14:00 às18:00, Lab. 407-2
G;DABIN0406-15SA;Introdução à Probabilidade e à Estatística;Q3;Diurno;SA;3;terca das 17:00 às 19:00, sala A - 108-0, quinzenal II/sexta das 17:00 às 19:00, sala A - 108-0, semanal ;0
G;;Coordenador de Introdução à Probabilidade e à Estatística;Q3;Noturno;;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;DABCN0402-15SB;Funções de Uma Variável;Q1;Diurno;SB;4;segunda das 14:00 às 16:00, sala A2-S102-SB, semanal/quinta das 16:00 às 18:00, sala A2-S102-SB, semanal ;0
G;NABCN0402-15SB;Funções de Uma Variável;Q1;Noturno;SB;4;segunda das 21:00 às 23:00, sala A2-S101-SB, semanal/quinta das 19:00 às 21:00, sala A2-S101-SB, semanal ;0
G;NBBCN0402-15SB;Funções de Uma Variável;Q1;Noturno;SB;4;segunda das 19:00 às 21:00, sala A2-S102-SB, semanal/quinta das 21:00 às 23:00, sala A2-S102-SB, semanal ;0
G;DB1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Diurno;SA;4;terca das 10:00 às 12:00, Lab. A - 105-0, semanal/sexta das 08:00 às 10:00, Lab. A - 105-0, semanal ;0
G;NA1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Noturno;SA;4;terca das 19:00 às 21:00, Lab. A - 102-0, semanal/sexta das 21:00 às 23:00, Lab. A - 102-0, semanal ;0
G;NB1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Noturno;SA;4;terca das 21:00 às 23:00, Lab. A - 105-0, semanal/sexta das 19:00 às 21:00, Lab. A - 105-0, semanal ;0
G;DA1BCM0505-15SB;Processamento da Informação;Q1;Diurno;SB;1,5;terca das 08:00 às 10:00, sala A2-S105-SB, semanal/sexta das 10:00 às 12:00, sala A2-S105-SB, quinzenal I;quinta das 10:00 às 12:00, sala A2-L003-SB, semanal 
G;DA2BCM0505-15SB;Processamento da Informação;Q1;Diurno;SB;1,5;terca das 08:00 às 10:00, sala A2-S105-SB, semanal/sexta das 10:00 às 12:00, sala A2-S105-SB, quinzenal I;quinta das 10:00 às 12:00, sala A1-L002-SB, semanal 
G;DB1BCM0505-15SB;Processamento da Informação;Q1;Diurno;SB;1,5;terca das 10:00 às 12:00, sala A2-S105-SB, semanal/sexta das 08:00 às 10:00, sala A2-S105-SB, quinzenal I;quinta das 08:00 às 10:00, sala A2-L003-SB, semanal 
G;DB2BCM0505-15SB;Processamento da Informação;Q1;Diurno;SB;1,5;terca das 10:00 às 12:00, sala A2-S105-SB, semanal/sexta das 08:00 às 10:00, sala A2-S105-SB, quinzenal I;quinta das 08:00 às 10:00, sala A1-L002-SB, semanal 
G;NA1BCM0505-15SB;Processamento da Informação;Q1;Noturno;SB;1,5;terca das 19:00 às 21:00, sala A2-S105-SB, semanal/sexta das 21:00 às 23:00, sala A2-S105-SB, quinzenal I;quinta das 21:00 às 23:00, sala A2-L003-SB, semanal 
G;NA2BCM0505-15SB;Processamento da Informação;Q1;Noturno;SB;1,5;terca das 19:00 às 21:00, sala A2-S105-SB, semanal/sexta das 21:00 às 23:00, sala A2-S105-SB, quinzenal I;quinta das 21:00 às 23:00, sala A1-L002-SB, semanal 
G;DA2BIS0005-15SB;Bases Computacionais da Ciência;Q2;Diurno;SB;2;0;terca das 10:00 às 12:00, sala A1-L101-SB, semanal 
G;DB2BIS0005-15SB;Bases Computacionais da Ciência;Q2;Diurno;SB;2;0;terca das 08:00 às 10:00, sala A2-L001-SB, semanal 
G;NAMCZA047-14SA;Sistemas Multi-Robôs Sociais;Q3;Noturno;SA;4;terca das 19:00 às 21:00, sala S - 308-2, semanal ;sexta das 21:00 às 23:00, lab. 406-2, semanal 
G;DAMCTB012-13SA;Equações Diferenciais Parciais;Q1;Diurno;SA;4;segunda das 08:00 às 10:00, sala S - 502, semanal/quinta das 10:00 às 12:00, sala S - 502, semanal ;0
G;DA1BIS0003-15SB;Bases Matemáticas;Q2;Diurno;SB;4;terca das 10:00 às 12:00, Lab. A2-S102-SB, semanal/sexta das 08:00 às 10:00, Lab. A2-S102-SB, semanal ;0
G;DBBIS0003-15SB;Bases Matemáticas;Q2;Diurno;SB;4;terca das 08:00 às 10:00, Lab. A2-S201-SB, semanal/sexta das 10:00 às 12:00, Lab. A2-S201-SB, semanal ;0
G;DA1BCN0402-15SB;Funções de Uma Variável;Q3;Diurno;SB;4;terca das 10:00 às 12:00, sala A1-S201-SB, semanal/quinta das 08:00 às 10:00, sala A1-S201-SB, semanal ;0
G;DB1BCN0402-15SB;Funções de Uma Variável;Q3;Diurno;SB;4;terca das 08:00 às 10:00, sala A2-S101-SB, semanal/quinta das 10:00 às 12:00, sala A2-S101-SB, semanal ;0
G;DAMCTC011-15SA;Psicologia Cognitiva;Q1;Diurno;SA;1;terca das 14:00 às 16:00, sala S - 302-2, semanal/quinta das 14:00 às 16:00, sala S - 302-2, semanal ;0
PG;NCG003D171;Ciências Cognitivas;Q1;;SB;3;#N/D;#N/D
G;DAMCTC011-15SB;Psicologia Cognitiva;Q3;Diurno;SB;4;terca das 08:00 às 10:00, sala A1-S105-SB, semanal/quarta das 10:00 às 12:00, sala A1-S105-SB, semanal ;0
PG;NCG003D173;Ciências Cognitivas;Q3;;SB;0,5;#N/D;#N/D
PG;NCG003M173;Ciências Cognitivas;Q3;;SB;0,5;#N/D;#N/D
G;NABCN0402-15SA;Funções de Uma Variável;Q1;Noturno;SA;4;segunda das 21:00 às 23:00, sala S - 208-0, semanal/quinta das 19:00 às 21:00, sala S - 208-0, semanal ;0
G;NBBCN0402-15SA;Funções de Uma Variável;Q1;Noturno;SA;4;segunda das 19:00 às 21:00, sala A - 108-0, semanal/quinta das 21:00 às 23:00, sala A - 108-0, semanal ;0
G;;Coordenadora de Funções de Uma Variável;Q1;Noturno;SA;1;0;Terça das 14:00 às18:00, Lab. 407-2
PG;MAT211D171;Álgebra I;Q1;;SA;4;#N/D;#N/D
G;NA2BCN0404-15SA;Geometria Analítica;Q3;Noturno;SA;3;segunda das 19:00 às 21:00, sala A - 102-0, quinzenal I/sexta das 19:00 às 21:00, sala A - 102-0, semanal ;0
G;NB2BCN0404-15SA;Geometria Analítica;Q3;Noturno;SA;3;segunda das 21:00 às 23:00, sala A - 105-0, quinzenal I/sexta das 21:00 às 23:00, sala A - 105-0, semanal ;0
