PG;ENS190M172;Didática da Matemática;Q2;;SA;2;#N/D;#N/D
G;NAMCTD014-13SA;Práticas de Ensino de Matemática I;Q2;Noturno;SA;3;0;segunda das 19:30 às 21:00, Lab. 401-2, semanal/quarta das 21:00 às 22:30, Lab. 401-2, semanal 
G;;Estágio Supervisionado em Matemática - Ensino Fundamental;Q2;;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;DAMCTD010-13SA;História da Matemática;Q3;Diurno;SA;1,6;terca das 08:00 às 10:00, Lab. A - 110-0, semanal/quinta das 10:00 às 12:00, Lab. A - 110-0, semanal ;0
G;DAMCTB001-13SA;Álgebra Linear;Q1;Diurno;SA;6;segunda das 08:00 às 10:00, sala S - 214-0, semanal/quarta das 10:00 às 12:00, sala S - 214-0, semanal/sexta das 08:00 às 10:00, sala S - 214-0, semanal ;0
G;DA1MCTB001-17SA;Álgebra Linear;Q2;Diurno;SA;6;segunda das 08:00 às 10:00, Lab. S - 212-0, semanal/quarta das 10:00 às 12:00, Lab. S - 208-0, semanal/sexta das 08:00 às 10:00, Lab. S - 212-0, semanal ;0
G;DA2BCN0402-15SB;Funções de Uma Variável;Q3;Diurno;SB;4;terca das 10:00 às 12:00, sala A1-S202-SB, semanal/quinta das 08:00 às 10:00, sala A1-S202-SB, semanal ;0
G;NA1BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;3;terca das 19:00 às 21:00, sala A - 101-0, semanal/sexta das 21:00 às 23:00, sala A - 101-0, quinzenal I;quinta das 21:00 às 23:00, sala L501, semanal 
G;NA2BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;1;terca das 19:00 às 21:00, sala A - 101-0, semanal/sexta das 21:00 às 23:00, sala A - 101-0, quinzenal I;quinta das 21:00 às 23:00, sala 404-2, semanal 
G;NA3BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;1;terca das 19:00 às 21:00, sala A - 101-0, semanal/sexta das 21:00 às 23:00, sala A - 101-0, quinzenal I;quinta das 21:00 às 23:00, sala L503, semanal 
G;NB4BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;1;terca das 21:00 às 23:00, sala A - 108-0, semanal/sexta das 19:00 às 21:00, sala A - 108-0, quinzenal I;quinta das 19:00 às 21:00, sala L504, semanal 
G;NB5BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;1;terca das 21:00 às 23:00, sala A - 108-0, semanal/sexta das 19:00 às 21:00, sala A - 108-0, quinzenal I;quinta das 19:00 às 21:00, sala L505, semanal 
G;NB6BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;1;terca das 21:00 às 23:00, sala A - 108-0, semanal/sexta das 19:00 às 21:00, sala A - 108-0, quinzenal I;quinta das 19:00 às 21:00, sala L506, semanal 
G;NA1BCM0505-15SA;Processamento da Informação;Q2;Noturno;SA;2;terca das 19:00 às 21:00, sala A - 101-0, semanal/sexta das 21:00 às 23:00, sala A - 101-0, quinzenal I;quinta das 21:00 às 23:00, sala L501, semanal 
G;NAMCTA003-17SA;Análise de Algoritmos;Q2;Noturno;SA;4;quarta das 19:00 às 21:00, Lab. S - 311-2, semanal/sexta das 21:00 às 23:00, Lab. S - 311-2, semanal ;0
G;DSBCM0505-15SA;Processamento da Informação - EAD;Q3;Diurno;SA;4;"Aula Inaugural dia 08/02/17 das 17:00 às 19:00, salas 205-0 e 207-0; Primeira Prova dia 15/03/17 das 17:00 às 19:00, salas 205-0 e 207-0 "; ECONTROS SERÁO BREVEMENTE PUBLICADOS
G;NAMCTA017-17SA;Programação Matemática;Q3;Noturno;SA;4;quarta das 21:00 às 23:00, sala S - 214-0, semanal/sexta das 19:00 às 21:00, sala S - 301-2, semanal ;0
G;NA1BCM0506-15SA;Comunicação e Redes;Q2;Noturno;SA;3;segunda das 19:00 às 21:00, Lab. S - 204-0, semanal/terca das 21:00 às 23:00, Lab. S - 204-0, quinzenal I;0
G;NB2BCM0506-15SA;Comunicação e Redes;Q2;Noturno;SA;3;segunda das 21:00 às 23:00, Lab. S - 311-1, semanal/terca das 19:00 às 21:00, Lab. S - 311-1, quinzenal I;0
G;DA9BIS0005-15SA;Bases Computacionais da Ciência;Q2;Diurno;SA;2;0;segunda das 10:00 às 12:00, Lab. 404-2, semanal 
G;NAMCTA027-17SA;Teoria dos Grafos;Q3;Noturno;SA;4;quarta das 21:00 às 23:00, sala S - 301-3, semanal/sexta das 19:00 às 21:00, sala S - 301-3, semanal ;0
G;DABCM0504-15SB;Natureza da Informação;Q1;Diurno;SB;3;segunda das 14:00 às 16:00, sala A1-S201-SB, quinzenal II/quarta das 16:00 às 18:00, sala A1-S201-SB, semanal ;0
G;NABCM0504-15SB;Natureza da Informação;Q1;Noturno;SB;3;segunda das 19:00 às 21:00, sala A1-S201-SB, quinzenal II/quarta das 21:00 às 23:00, sala A1-S201-SB, semanal ;0
G;NA2BCM0505-15SB;Processamento da Informação;Q1;Noturno;SB;2;terca das 19:00 às 21:00, sala A2-S105-SB, semanal/sexta das 21:00 às 23:00, sala A2-S105-SB, quinzenal I;quinta das 21:00 às 23:00, sala A1-L002-SB, semanal 
G;DAMCTA004-17SA;Arquitetura de Computadores;Q3;Diurno;SA;4;terca das 08:00 às 10:00, sala A - 114-0, semanal/sexta das 10:00 às 12:00, sala A - 114-0, semanal ;0
G;NAMCTA004-17SA;Arquitetura de Computadores;Q3;Noturno;SA;4;terca das 19:00 às 21:00, sala S - 301-3, semanal/sexta das 21:00 às 23:00, sala S - 301-3, semanal ;0
G;DA1MCTA022-13SA;Redes de Computadores;Q1;Diurno;SA;4;segunda das 08:00 às 10:00, sala S - 301-3, semanal/quarta das 10:00 às 12:00, sala S - 301-3, quinzenal I;quarta das 10:00 às 12:00, sala 404-2, quinzenal II
G;DAMCTA026-13SA;Sistemas Operacionais;Q1;Diurno;SA;4;segunda das 10:00 às 12:00, sala S - 307-2, semanal ;quinta das 08:00 às 10:00, sala 407-2, semanal 
G;;Coordenador de Redes de Computadores;Q1;Noturno;SA;1;0;Terça das 14:00 às18:00, Lab. 407-2
PG;INF107D171;Redes Ópticas;Q1;;SA;2;#N/D;#N/D
PG;INF102M172;Tecnologias de Redes de Computadores;Q2;;SA;4;#N/D;#N/D
G;DAMCTA025-13SA;Sistemas Distribuídos;Q2;Diurno;SA;4;quarta das 08:00 às 10:00, Lab. S - 308-2, semanal ;sexta das 10:00 às 12:00, Lab. 407-2, semanal 
G;;Coordenador de Bases Computacionais da Ciência;Q1;Noturno;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;DA4BIS0005-15SA;Bases Computacionais da Ciência;Q2;Diurno;SA;2;0;segunda das 10:00 às 12:00, Lab. L505, semanal 
G;DB4BIS0005-15SA;Bases Computacionais da Ciência;Q2;Diurno;SA;2;0;segunda das 08:00 às 10:00, Lab. L505, semanal 
G;NA7BIS0005-15SA;Bases Computacionais da Ciência;Q2;Noturno;SA;2;0;segunda das 21:00 às 23:00, Lab. L506, semanal 
G;NB7BIS0005-15SA;Bases Computacionais da Ciência;Q2;Noturno;SA;2;0;segunda das 19:00 às 21:00, Lab. L506, semanal 
G;;Coordenador de Bases Computacionais da Ciência;Q2;;SA;3;0;Terça das 14:00 às18:00, Lab. 407-2
G;NA1MCTA008-17SA;Computação Gráfica;Q3;Noturno;SA;4;0;terca das 21:00 às 23:00, lab. 404-2, semanal/quinta das 19:00 às 21:00, lab. 404-2, semanal 
G;NA1BCN0402-15SA;Funções de Uma Variável;Q1;Noturno;SA;4;segunda das 21:00 às 23:00, sala S - 205-0, semanal/quinta das 19:00 às 21:00, sala S - 205-0, semanal ;0
G;DA1BIN0406-15SA;Introdução à Probabilidade e à Estatística;Q2;Diurno;SA;3;terca das 10:00 às 12:00, Lab. S - 204-0, quinzenal II/quarta das 08:00 às 10:00, Lab. S - 204-0, semanal ;0
G;DB1BIN0406-15SA;Introdução à Probabilidade e à Estatística;Q2;Diurno;SA;3;terca das 08:00 às 10:00, Lab. S - 207-0, quinzenal II/quarta das 10:00 às 12:00, Lab. S - 207-0, semanal ;0
G;NA2BCN0402-15SB;Funções de Uma Variável;Q3;Noturno;SB;4;terca das 21:00 às 23:00, sala A1-S202-SB, semanal/quinta das 19:00 às 21:00, sala A1-S202-SB, semanal ;0
G;NB2BCN0402-15SB;Funções de Uma Variável;Q3;Noturno;SB;4;terca das 19:00 às 21:00, sala A2-S201-SB, semanal/quinta das 21:00 às 23:00, sala A1-S203-SB, semanal ;0
PG;MAT121M171;Análise no Rn;Q1;;SA;6;#N/D;#N/D
G;DA4BCN0407-15SA;Funções de Várias Variáveis;Q1;Diurno;SA;4;segunda das 10:00 às 12:00, sala A - 108-0, semanal/quinta das 08:00 às 10:00, sala A - 108-0, semanal ;0
G;DB4BCN0407-15SA;Funções de Várias Variáveis;Q1;Diurno;SA;4;segunda das 08:00 às 10:00, sala A - 108-0, semanal/quinta das 10:00 às 12:00, sala A - 108-0, semanal ;0
G;NA4BCN0407-15SA;Funções de Várias Variáveis;Q1;Noturno;SA;4;segunda das 21:00 às 23:00, sala S - 301-2, semanal/quinta das 19:00 às 21:00, sala S - 301-2, semanal ;0
G;NBMCTB001-17SA;Álgebra Linear;Q2;Noturno;SA;6;segunda das 21:00 às 23:00, Lab. S - 211-0, semanal/quarta das 19:00 às 21:00, Lab. A - 104-0, semanal/sexta das 21:00 às 23:00, Lab. S - 205-0, semanal ;0
G;NAMCTB007-17SA;Anéis e Corpos;Q2;Noturno;SA;4;quarta das 21:00 às 23:00, Lab. S - 502, semanal/sexta das 19:00 às 21:00, Lab. S - 502, semanal ;0
G;DA3BCN0407-15SA;Funções de Várias Variáveis;Q1;Diurno;SA;4;segunda das 10:00 às 12:00, sala A - 103-0, semanal/quinta das 08:00 às 10:00, sala A - 103-0, semanal ;0
G;DB3BCN0407-15SA;Funções de Várias Variáveis;Q1;Diurno;SA;4;segunda das 08:00 às 10:00, sala A - 106-0, semanal/quinta das 10:00 às 12:00, sala A - 106-0, semanal ;0
G;DA2BIS0003-15SA;Bases Matemáticas;Q2;Diurno;SA;4;terca das 10:00 às 12:00, Lab. A - 102-0, semanal/sexta das 08:00 às 10:00, Lab. A - 102-0, semanal ;0
G;DB2BIS0003-15SA;Bases Matemáticas;Q2;Diurno;SA;4;terca das 08:00 às 10:00, Lab. A - 108-0, semanal/sexta das 10:00 às 12:00, Lab. A - 108-0, semanal ;0
G;DB3BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;2;terca das 10:00 às 12:00, sala A - 104-0, semanal/sexta das 08:00 às 10:00, sala A - 104-0, quinzenal I;quinta das 08:00 às 10:00, sala L503, semanal 
G;DSBCM0505-15SB;Processamento da Informação - EAD;Q1;Diurno;EAD;3;"Aula Inaugural dia 08/02/17 das 17:00 às 19:00, sala A1-S206-SB; Primeira Prova dia 15/03/17 das 17:00 às 19:00, sala A1-S206-SB"; ECONTROS SERÁO BREVEMENTE PUBLICADOS
G;;Coordenadora de Processamento da Informação;Q1;Noturno;SA;3;0;Terça das 14:00 às18:00, Lab. 407-2
G;DA1BCM0505-15SA;Processamento da Informação;Q2;Diurno;SA;2;terca das 08:00 às 10:00, sala A - 101-0, semanal/sexta das 10:00 às 12:00, sala A - 101-0, quinzenal I;quinta das 10:00 às 12:00, sala L501, semanal 
G;DSBCM0505-15SA;Processamento da Informação - EAD;Q2;Diurno;;2;"Aula Inaugural dia 08/02/17 das 17:00 às 19:00, salas 205-0 e 207-0; Primeira Prova dia 15/03/17 das 17:00 às 19:00, salas 205-0 e 207-0 "; ECONTROS SERÁO BREVEMENTE PUBLICADOS
G;DSBCM0505-15SB;Processamento da Informação - EAD;Q2;Diurno;;2;"Aula Inaugural dia 08/02/17 das 17:00 às 19:00, sala A1-S206-SB; Primeira Prova dia 15/03/17 das 17:00 às 19:00, sala A1-S206-SB"; ECONTROS SERÁO BREVEMENTE PUBLICADOS
G;;Coordenadora de Processamento da Informação;Q2;;SA;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;;Coordenadora de Processamento da Informação;Q3;Noturno;;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;DABCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q3;Diurno;SA;4;terca das 14:00 às 16:00, sala S - 205-0, semanal/sexta das 14:00 às 16:00, sala S - 205-0, semanal ;0
G;DBBCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q3;Diurno;SA;4;terca das 17:00 às 19:00, sala S - 206-0, semanal/sexta das 17:00 às 19:00, sala S - 206-0, semanal ;0
G;NABCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q3;Noturno;SA;4;terca das 21:00 às 23:00, sala S - 208-0, semanal/sexta das 19:00 às 21:00, sala S - 208-0, semanal ;0
G;NBBCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q3;Noturno;SA;4;terca das 19:00 às 21:00, sala S - 206-0, semanal/sexta das 21:00 às 23:00, sala S - 206-0, semanal ;0
G;DAMCTB019-13SA;Matemática Discreta;Q1;Diurno;SA;4;segunda das 08:00 às 10:00, sala S - 213-0, semanal/quarta das 10:00 às 12:00, sala S - 213-0, semanal ;0
G;NAMCTB019-13SA;Matemática Discreta;Q1;Noturno;SA;4;segunda das 19:00 às 21:00, sala S - 213-0, semanal/quarta das 21:00 às 23:00, sala S - 213-0, semanal ;0
G;NANHI2049-13SA;Lógica Básica;Q3;Noturno;SA;4;terca das 21:00 às 23:00, sala S - 311-2, semanal/sexta das 19:00 às 21:00, sala S - 311-2, semanal ;0
PG;;Aritmética;Q3;;SA;4;0;Terça das 14:00 às18:00, Lab. 407-2
G;DAMCTB022-13SA;Sequências e Séries;Q1;Diurno;SA;4;quarta das 08:00 às 10:00, sala S - 213-0, semanal/sexta das 10:00 às 12:00, sala S - 213-0, semanal ;0
G;NA2BIS0003-15SA;Bases Matemáticas;Q2;Noturno;SA;4;terca das 21:00 às 23:00, Lab. A - 102-0, semanal/sexta das 19:00 às 21:00, Lab. A - 102-0, semanal ;0
G;NB2BIS0003-15SA;Bases Matemáticas;Q2;Noturno;SA;4;terca das 19:00 às 21:00, Lab. S - 213-0, semanal/sexta das 21:00 às 23:00, Lab. S - 212-0, semanal ;0
G;NAMCTB011-17SA;Equações Diferenciais Ordinárias;Q3;Noturno;SA;4;terca das 19:00 às 21:00, sala S - 502, semanal/sexta das 21:00 às 23:00, sala S - 502, semanal ;0
G;DAMCTA015-13SA;Linguagens Formais e Automata;Q1;Diurno;SA;4;terca das 08:00 às 10:00, sala S - 209-0, semanal/quinta das 10:00 às 12:00, sala S - 209-0, semanal ;0
G;NAMCTA015-13SA;Linguagens Formais e Automata;Q1;Noturno;SA;4;terca das 19:00 às 21:00, sala A - 114-0, semanal/quinta das 21:00 às 23:00, sala A - 114-0, semanal ;0
G;DAMCTB001-17SA;Álgebra Linear;Q2;Diurno;SA;6;segunda das 08:00 às 10:00, Lab. A - 113-0, semanal/quarta das 10:00 às 12:00, Lab. A - 113-0, semanal/sexta das 08:00 às 10:00, Lab. A - 113-0, semanal ;0
G;DAMCTB023-17SA;Teoria Aritmética dos Números;Q2;Diurno;SA;4;segunda das 10:00 às 12:00, Lab. S - 501, semanal/quinta das 08:00 às 10:00, Lab. S - 501, semanal ;0
G;DA7BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;1;terca das 08:00 às 10:00, sala A - 103-0, semanal/sexta das 10:00 às 12:00, sala A - 103-0, quinzenal I;quinta das 10:00 às 12:00, sala L603, semanal 
G;DA8BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;1;terca das 08:00 às 10:00, sala A - 103-0, semanal/sexta das 10:00 às 12:00, sala A - 103-0, quinzenal I;quinta das 10:00 às 12:00, sala L703, semanal 
G;DA9BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;1;terca das 08:00 às 10:00, sala A - 103-0, semanal/sexta das 10:00 às 12:00, sala A - 103-0, quinzenal I;quinta das 10:00 às 12:00, sala 402-2, semanal 
G;DB4BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;1;terca das 10:00 às 12:00, sala A - 105-0, semanal/sexta das 08:00 às 10:00, sala A - 105-0, quinzenal I;quinta das 08:00 às 10:00, sala L504, semanal 
G;DB5BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;1;terca das 10:00 às 12:00, sala A - 105-0, semanal/sexta das 08:00 às 10:00, sala A - 105-0, quinzenal I;quinta das 08:00 às 10:00, sala L505, semanal 
G;DB6BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;1;terca das 10:00 às 12:00, sala A - 105-0, semanal/sexta das 08:00 às 10:00, sala A - 105-0, quinzenal I;quinta das 08:00 às 10:00, sala 402-2, semanal 
G;NA1MCTA001-13SA;Algoritmos e Estruturas de Dados I;Q1;Noturno;SA;4;quarta das 19:00 às 21:00, sala S - 301-3, semanal ;sexta das 19:00 às 21:00, sala 407-2, semanal 
G;NA2MCTA001-13SA;Algoritmos e Estruturas de Dados I;Q1;Noturno;SA;4;quarta das 19:00 às 21:00, sala S - 301-3, semanal ;sexta das 21:00 às 23:00, sala 407-2, semanal 
PG;CCM002D173;Metodologia de Pesquisa em Ciência da Computação;Q3;;SA;1;#N/D;#N/D
PG;CCM002M173;Metodologia de Pesquisa em Ciência da Computação;Q3;;SA;1;#N/D;#N/D
G;NA1MCTA028-15SA;Programação Estruturada;Q3;Noturno;SA;3;quarta das 19:00 às 21:00, sala S - 213-0, semanal ;quarta das 21:00 às 23:00, lab. 409-2, semanal 
G;NA2MCTA028-15SA;Programação Estruturada;Q3;Noturno;SA;3;quarta das 19:00 às 21:00, sala S - 213-0, semanal ;sexta das 21:00 às 23:00, lab. 409-2, semanal 
G;;Coordenador de Programação Estruturada;Q3;Noturno;;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;DABIS0003-15SB;Bases Matemáticas;Q1;Diurno;SB;4;segunda das 17:00 às 19:00, sala B-A004-SB, semanal/quarta das 17:00 às 19:00, sala B-A004-SB, semanal ;0
G;NAMCTB001-13SB;Álgebra Linear;Q1;Noturno;SB;6;segunda das 19:00 às 21:00, sala A1-S203-SB, semanal/quarta das 21:00 às 23:00, sala A2-S202-SB, semanal/sexta das 19:00 às 21:00, sala A2-S106-SB, semanal ;0
G;DCBIS0003-15SB;Bases Matemáticas;Q3;Diurno;SB;4;terca das 17:00 às 19:00, Lab. B-A004-SB, semanal/sexta das 17:00 às 19:00, Lab. B-A004-SB, semanal ;0
G;NA2BIS0003-15SB;Bases Matemáticas;Q3;Noturno;SB;4;terca das 21:00 às 23:00, Lab. A2-S105-SB, semanal/sexta das 19:00 às 21:00, Lab. A2-S105-SB, semanal ;0
G;DAMCZB025-13SA;Módulos;Q3;Diurno;SA;4;quarta das 14:00 às 16:00, sala S - 501, semanal/sexta das 14:00 às 16:00, sala S - 501, semanal ;0
G;DA8BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;2;terca das 08:00 às 10:00, sala A - 103-0, semanal/sexta das 10:00 às 12:00, sala A - 103-0, quinzenal I;quinta das 10:00 às 12:00, sala L703, semanal 
G;NA8BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;2;terca das 19:00 às 21:00, sala A - 103-0, semanal/sexta das 21:00 às 23:00, sala A - 103-0, quinzenal I;quinta das 21:00 às 23:00, sala L703, semanal 
G;NB6BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;2;terca das 21:00 às 23:00, sala A - 108-0, semanal/sexta das 19:00 às 21:00, sala A - 108-0, quinzenal I;quinta das 19:00 às 21:00, sala L506, semanal 
G;DAMCTA008-17SA;Computação Gráfica;Q3;Diurno;SA;4;0;terca das 10:00 às 12:00, lab. 409-2, semanal/quinta das 08:00 às 10:00, lab. 409-2, semanal 
G;NAMCTA008-17SA;Computação Gráfica;Q3;Noturno;SA;4;0;terca das 21:00 às 23:00, lab. 407-2, semanal/quinta das 19:00 às 21:00, lab. 407-2, semanal 
G;DAMCTC014-13SB;Introdução à Inferência Estatística;Q1;Diurno;SB;4;terca das 10:00 às 12:00, sala A2-S102-SB, semanal/quinta das 08:00 às 10:00, sala A2-S102-SB, semanal ;0
G;;Coordenador de Estágio do BNC;Q1;Noturno;SB;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;;Coordenador de Estágio do BNC;Q2;;SB;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;DAMCTC022-15SB;Processamento de Sinais Neurais;Q3;Diurno;SB;4;0;terca das 10:00 às 12:00, lab. A1-L102-SB, semanal/quinta das 08:00 às 10:00, lab. A1-L102-SB, semanal 
G;NAMCTC022-15SB;Processamento de Sinais Neurais;Q3;Noturno;SB;4;0;terca das 21:00 às 23:00, lab. A1-L102-SB, semanal/quinta das 19:00 às 21:00, lab. A1-L102-SB, semanal 
G;;Coordenador de Estágio do BNC;Q3;Noturno;;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;DA3BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;2;terca das 08:00 às 10:00, sala A - 101-0, semanal/sexta das 10:00 às 12:00, sala A - 101-0, quinzenal I;quinta das 10:00 às 12:00, sala L503, semanal 
G;DB5BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;2;terca das 10:00 às 12:00, sala A - 105-0, semanal/sexta das 08:00 às 10:00, sala A - 105-0, quinzenal I;quinta das 08:00 às 10:00, sala L505, semanal 
G;NB5BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;2;terca das 21:00 às 23:00, sala A - 108-0, semanal/sexta das 19:00 às 21:00, sala A - 108-0, quinzenal I;quinta das 19:00 às 21:00, sala L505, semanal 
G;DA1MCTA024-13SA;Sistemas Digitais;Q2;Diurno;SA;4;segunda das 10:00 às 12:00, Lab. S - 311-2, semanal ;quinta das 08:00 às 10:00, Lab. 402-2, semanal 
G;DA2MCTA024-13SA;Sistemas Digitais;Q2;Diurno;SA;2;segunda das 10:00 às 12:00, Lab. S - 311-2, semanal ;quinta das 10:00 às 12:00, Lab. 402-2, semanal 
G;NA1MCTA024-13SA;Sistemas Digitais;Q2;Noturno;SA;4;segunda das 21:00 às 23:00, Lab. S - 311-2, semanal ;quinta das 19:00 às 21:00, Lab. 402-2, semanal 
G;NA2MCTA024-13SA;Sistemas Digitais;Q2;Noturno;SA;2;segunda das 21:00 às 23:00, Lab. S - 311-2, semanal ;quinta das 21:00 às 23:00, Lab. 402-2, semanal 
G;NA1BCM0504-15SA;Natureza da Informação;Q3;Noturno;SA;3;segunda das 19:00 às 21:00, sala A - 101-0, quinzenal II/quinta das 21:00 às 23:00, sala A - 101-0, semanal ;0
G;NB1BCM0504-15SA;Natureza da Informação;Q3;Noturno;SA;3;segunda das 21:00 às 23:00, sala A - 104-0, quinzenal II/quinta das 19:00 às 21:00, sala A - 104-0, semanal ;0
EX;;NTME - Novas Tecnologias e Metodologias para Educação;Q3;;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;NA1BCN0407-15SB;Funções de Várias Variáveis;Q2;Noturno;SB;4;terca das 21:00 às 23:00, Lab. A2-S208-SB, semanal/sexta das 19:00 às 21:00, Lab. A2-S208-SB, semanal ;0
PG;MAT312M172;Seminários do Programa de Matemática II;Q2;;SA;1;#N/D;#N/D
PG;MAT315D172;Seminários do Programa de Matemática V;Q2;;SA;1;#N/D;#N/D
G;DA1BCN0404-15SA;Geometria Analítica;Q3;Diurno;SA;3;segunda das 08:00 às 10:00, sala A - 102-0, quinzenal I/sexta das 08:00 às 10:00, sala A - 102-0, semanal ;0
G;DB1BCN0404-15SA;Geometria Analítica;Q3;Diurno;SA;3;segunda das 10:00 às 12:00, sala A - 104-0, quinzenal I/sexta das 10:00 às 12:00, sala A - 104-0, semanal ;0
PG;MAT221D173;Equações Diferenciais Parciais;Q3;;SA;2;#N/D;#N/D
PG;MAT221M173;Equações Diferenciais Parciais;Q3;;SA;2;#N/D;#N/D
G;DB1BCN0407-15SA;Funções de Várias Variáveis;Q1;Diurno;SA;4;segunda das 08:00 às 10:00, sala A - 104-0, semanal/quinta das 10:00 às 12:00, sala A - 104-0, semanal ;0
G;DAMCTB009-17SA;Cálculo Numérico;Q3;Diurno;SA;4;quarta das 08:00 às 10:00, Lab. A - 107-0, semanal/sexta das 10:00 às 12:00, Lab. S - 211-0, semanal ;0
G;DBMCTB009-17SA;Cálculo Numérico;Q3;Diurno;SA;4;quarta das 10:00 às 12:00, Lab. A - 107-0, semanal/sexta das 08:00 às 10:00, Lab. S - 211-0, semanal ;0
G;NA2BCS0002-15SA;Projeto Dirigido;Q1;Noturno;SA;2;segunda das 21:00 às 23:00, sala S - 308-1, semanal ;0
G;NB1BCS0002-15SA;Projeto Dirigido;Q1;Noturno;SA;2;segunda das 19:00 às 21:00, sala S - 305-3, semanal ;0
PG;ENE309D171;Inteligência Artificial;Q1;;SA;0,6;#N/D;#N/D
G;NB1BCS0002-15SA;Projeto Dirigido;Q3;Noturno;SA;2;segunda das 19:00 às 21:00, sala S - 305-3, semanal ;0
G;DABIS0005-15SB;Bases Computacionais da Ciência;Q3;Diurno;SB;2;0;segunda das 17:00 às 19:00, Lab. A1-L002-SB, semanal 
G;NABIS0005-15SB;Bases Computacionais da Ciência;Q3;Noturno;SB;2;0;quinta das 21:00 às 23:00, lab. A2-L003-SB, semanal 
PG;INV003M173;Design de Negócios;Q3;;SA;2;#N/D;#N/D
G;DAMCTC011-15SA;Psicologia Cognitiva;Q1;Diurno;SA;3;terca das 14:00 às 16:00, sala S - 302-2, semanal/quinta das 14:00 às 16:00, sala S - 302-2, semanal ;0
G;NAMCZC007-15SB;Ergonomia Cognitiva;Q1;Noturno;SB;2;terca das 19:00 às 21:00, sala A1-S106-SB, semanal/sexta das 21:00 às 23:00, sala A1-S106-SB, semanal ;0
G;NA1BCS0002-15SA;Projeto Dirigido;Q2;Noturno;SA;2;segunda das 21:00 às 23:00, sala S - 306-1, semanal ;0
G;NB1BCS0002-15SA;Projeto Dirigido;Q2;Noturno;SA;2;segunda das 19:00 às 21:00, sala S - 305-3, semanal ;0
G;NAMCTC020-15SB;Psicologia Experimental;Q2;Noturno;SB;4;quarta das 21:00 às 23:00, Lab. A1-S105-SB, semanal ;sexta das 19:00 às 23:00, Lab. A1-L101-SB, semanal 
EX;;Curso de Férias: Neurociência e Cognição;Q2;;SB;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;NAMCZC012-15SB;Sensação e Percepção;Q3;Noturno;SB;4;quarta das 21:00 às 23:00, sala A1-S106-SB, semanal/sexta das 19:00 às 21:00, sala A1-S106-SB, semanal ;0
PG;NCG003D173;Ciências Cognitivas;Q3;;SB;1;#N/D;#N/D
PG;NCG003M173;Ciências Cognitivas;Q3;;SB;1;#N/D;#N/D
EX;;Neurociência e Educação - Desmistificando o Cérebro;Q3;;;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;DCBIN0406-15SB;Introdução à Probabilidade e à Estatística;Q2;Diurno;SB;3;terca das 14:00 às 16:00, Lab. B-A004-SB, quinzenal I/sexta das 14:00 às 16:00, Lab. B-A004-SB, semanal ;0
G;DDBIN0406-15SB;Introdução à Probabilidade e à Estatística;Q2;Diurno;SB;3;terca das 10:00 às 12:00, Lab. A1-S201-SB, quinzenal II/quarta das 08:00 às 10:00, Lab. A1-S201-SB, semanal ;0
G;NCBIN0406-15SB;Introdução à Probabilidade e à Estatística;Q2;Noturno;SB;3;terca das 21:00 às 23:00, Lab. A1-S201-SB, quinzenal II/quarta das 19:00 às 21:00, Lab. A1-S201-SB, semanal ;0
G;DAESZA009-13SA;Redes de Barramento de Campo;Q1;Diurno;SA;3;quarta das 14:00 às 17:00, sala S - 305-1, quinzenal II;quarta das 14:00 às 17:00, sala 408-1, quinzenal I
